Geneid	Chr	Start	End	Strand	Length	Starch_S232	Starch_S235	Fat_S238	Starch_S233	Fat_S237	Starch_S231	Fat_S239	Fat_S236	Fat_S240
insC-1	U00096.3	381351	381716	+	366	6	7	7	4	6	2	4	5	11
insD-1	U00096.3	381674	382579	+	906	2	2	4	1	0	4	1	0	1
yaiP	U00096.3	382739	383935	-	1197	3	7	13	4	0	6	3	3	1
ykiC	U00096.3	383960	384079	+	120	1	0	0	0	0	0	0	0	0
yaiS	U00096.3	384059	384616	-	558	1	0	0	0	1	0	0	1	1
tauA	U00096.3	385232	386194	+	963	1	0	2	0	0	0	1	0	0
tauB	U00096.3	386207	386974	+	768	2	1	2	1	0	0	0	0	0
tauC	U00096.3	386971	387798	+	828	2	0	0	1	0	0	0	1	1
tauD	U00096.3	387795	388646	+	852	3	3	2	0	0	0	0	1	1
hemB	U00096.3	388753	389727	-	975	46	47	49	45	27	29	33	32	26
insF-2	U00096.3	391739	392605	-	867	3	8	7	3	6	8	6	2	2
insE-2	U00096.3	392602	392901	-	300	16	10	11	13	11	12	11	12	9
iprA	U00096.3	394506	395129	+	624	3	4	5	5	7	3	0	2	1
ampH	U00096.3	395130	396287	-	1158	5	5	7	6	6	6	1	2	5
sbmA	U00096.3	396639	397859	+	1221	5	3	2	5	4	3	1	0	5
yaiW	U00096.3	397872	398966	+	1095	14	23	20	9	9	13	14	10	10
yaiY	U00096.3	399025	399333	-	309	2	1	0	0	0	0	1	0	0
yaiZ	U00096.3	399593	399805	+	213	8	7	6	3	4	4	4	5	3
ddlA	U00096.3	399829	400923	-	1095	10	14	16	11	8	12	5	9	19
iraP	U00096.3	401386	401646	+	261	21	22	34	22	25	25	32	22	22
phoA	U00096.3	401747	403162	+	1416	10	5	11	5	3	8	3	6	4
psiF	U00096.3	403281	403601	+	321	13	19	12	16	5	15	13	11	11
dgcC	U00096.3	403703	404818	+	1116	2	1	2	1	0	0	1	2	0
proC	U00096.3	404835	405644	-	810	12	13	12	15	9	5	5	10	14
yaiI	U00096.3	405764	406222	+	459	6	0	4	2	1	4	3	5	2
aroL	U00096.3	406405	406929	+	525	4	4	5	9	0	4	5	7	6
yaiA	U00096.3	406979	407170	+	192	33	37	37	32	30	42	31	34	38
aroM	U00096.3	407428	408105	+	678	1	3	3	2	0	0	3	2	1
ppnP	U00096.3	408177	408461	+	285	3	4	3	5	1	1	3	2	3
ykiD	U00096.3	408947	409030	+	84	11	7	7	8	3	9	4	4	10
rdgC	U00096.3	409108	410019	-	912	15	13	26	15	9	14	12	17	18
mak	U00096.3	410144	411052	+	909	18	15	33	24	12	15	13	23	13
araJ	U00096.3	411297	412481	-	1185	10	5	8	10	0	8	6	9	11
sbcC	U00096.3	412607	415753	-	3147	43	40	32	34	28	33	27	34	29
sbcD	U00096.3	415750	416952	-	1203	9	9	8	12	14	15	11	10	12
phoB	U00096.3	417142	417831	+	690	1	4	5	6	0	5	3	4	2
phoR	U00096.3	417889	419184	+	1296	6	3	5	5	3	8	2	2	1
brnQ	U00096.3	419591	420910	+	1320	41	43	35	37	19	34	26	22	28
proY	U00096.3	420986	422359	+	1374	12	15	15	14	6	12	5	9	13
malZ	U00096.3	422518	424332	+	1815	5	2	4	2	1	1	4	4	7
acpH	U00096.3	424337	424918	-	582	0	2	3	6	4	5	4	1	4
queA	U00096.3	425011	426081	+	1071	13	11	9	9	8	11	8	13	16
tgt	U00096.3	426137	427264	+	1128	12	15	20	15	15	15	26	11	19
yajC	U00096.3	427287	427619	+	333	11	14	20	17	10	16	20	11	17
secD	U00096.3	427647	429494	+	1848	23	27	42	25	27	19	39	33	41
secF	U00096.3	429505	430476	+	972	15	22	19	12	20	23	24	19	29
yajD	U00096.3	430605	430952	+	348	39	36	44	43	31	33	29	42	35
tsx	U00096.3	431129	432013	-	885	108	105	114	92	100	96	107	116	97
yajI	U00096.3	432312	432851	-	540	11	5	2	4	0	6	5	2	2
nrdR	U00096.3	433002	433451	+	450	18	6	11	14	9	8	7	8	22
ribD	U00096.3	433455	434558	+	1104	17	16	15	26	21	9	25	16	22
ribE	U00096.3	434647	435117	+	471	69	77	101	75	64	81	70	80	85
nusB	U00096.3	435137	435556	+	420	8	26	16	30	13	18	15	18	13
thiL	U00096.3	435634	436611	+	978	26	18	25	15	15	35	22	17	22
pgpA	U00096.3	436589	437107	+	519	24	29	36	20	20	32	21	30	23
yajO	U00096.3	437161	438135	-	975	48	49	36	39	30	30	43	38	29
dxs	U00096.3	438315	440177	-	1863	44	50	75	48	42	53	48	45	56
ispA	U00096.3	440202	441101	-	900	18	20	21	15	11	22	17	25	15
xseB	U00096.3	441101	441343	-	243	20	17	29	19	25	27	23	24	26
thiI	U00096.3	441549	442997	+	1449	19	23	30	20	20	16	25	24	21
yajL	U00096.3	443051	443641	-	591	2	2	1	3	2	2	2	3	2
panE	U00096.3	443604	444515	-	912	10	17	11	10	10	16	13	15	7
yajQ	U00096.3	444683	445174	+	492	28	32	42	27	32	34	35	42	47
yajR	U00096.3	445302	446666	-	1365	118	127	127	121	96	130	97	120	120
cyoE	U00096.3	446815	447705	-	891	0	1	0	2	1	3	0	0	0
cyoD	U00096.3	447717	448046	-	330	1	4	3	0	2	2	2	1	4
cyoC	U00096.3	448046	448660	-	615	7	7	5	6	3	2	2	2	3
cyoB	U00096.3	448650	450641	-	1992	4	12	7	11	1	6	5	2	6
cyoA	U00096.3	450663	451610	-	948	2	1	3	2	0	2	2	0	3
ampG	U00096.3	452070	453545	-	1476	6	8	3	8	4	3	3	5	4
yajG	U00096.3	453589	454167	-	579	18	13	19	27	6	15	16	14	18
bolA	U00096.3	454472	454789	+	318	24	35	19	27	7	29	12	16	12
tig	U00096.3	455133	456431	+	1299	62	77	86	74	65	57	59	69	89
clpP	U00096.3	456677	457300	+	624	136	136	143	141	106	143	134	158	127
clpX	U00096.3	457426	458700	+	1275	543	526	510	529	404	501	461	476	494
lon	U00096.3	458888	461242	+	2355	102	131	142	134	70	115	70	66	77
hupB	U00096.3	461451	461723	+	273	304	308	330	316	272	316	290	320	327
ppiD	U00096.3	461915	463786	+	1872	170	128	135	140	108	119	104	132	138
ybaV	U00096.3	463937	464308	+	372	4	5	2	5	1	4	1	4	2
fadM	U00096.3	464402	464800	+	399	7	7	6	7	0	7	4	6	2
queC	U00096.3	464852	465547	-	696	5	10	11	4	6	5	8	9	1
ybaE	U00096.3	465612	467312	-	1701	15	13	12	11	17	11	14	9	10
cof	U00096.3	467412	468230	+	819	54	77	39	54	39	48	50	51	42
decR	U00096.3	468383	468841	+	459	22	19	18	23	12	21	13	8	8
mdlA	U00096.3	468871	470643	+	1773	7	5	5	3	3	9	3	2	1
mdlB	U00096.3	470636	472417	+	1782	16	21	29	17	15	14	7	13	14
glnK	U00096.3	472598	472936	+	339	0	0	0	0	0	1	0	0	1
amtB	U00096.3	472966	474252	+	1287	8	7	16	10	13	5	10	6	13
tesB	U00096.3	474301	475161	-	861	9	4	7	8	8	5	5	9	5
ybaY	U00096.3	475379	475951	+	573	3	4	1	9	5	6	6	4	5
atl	U00096.3	475982	476371	-	390	10	11	18	15	11	13	14	17	17
ffs	U00096.3	476448	476561	+	114	1	1	1	1	0	0	2	0	0
ybaA	U00096.3	476672	477025	+	354	1	0	1	0	2	1	0	1	0
pdeB	U00096.3	477067	478617	-	1551	8	10	8	14	8	18	8	4	6
ylaC	U00096.3	478781	479251	-	471	34	30	33	42	18	24	15	15	12
maa	U00096.3	479367	479918	-	552	4	2	1	2	1	1	0	0	3
hha	U00096.3	480090	480308	-	219	23	9	13	16	8	4	5	8	9
tomB	U00096.3	480334	480708	-	375	64	35	61	42	39	35	38	22	25
acrB	U00096.3	481254	484403	-	3150	29	24	28	24	18	19	19	22	20
acrA	U00096.3	484426	485619	-	1194	15	14	10	16	6	13	6	9	10
acrR	U00096.3	485761	486408	+	648	4	11	11	9	6	10	8	4	9
mscK	U00096.3	486536	489898	+	3363	47	29	55	39	47	45	47	41	55
ybaM	U00096.3	490110	490271	-	162	16	20	19	23	8	24	10	11	30
priC	U00096.3	490285	490812	-	528	3	6	14	4	6	10	8	2	11
ybaN	U00096.3	490882	491259	+	378	8	8	10	7	4	7	8	8	10
apt	U00096.3	491412	491963	+	552	31	34	19	27	26	20	20	22	30
dnaX	U00096.3	492092	494023	+	1932	87	81	71	77	62	64	56	64	90
ybaB	U00096.3	494076	494405	+	330	99	109	110	94	80	113	90	109	111
recR	U00096.3	494405	495010	+	606	4	3	3	5	4	4	5	6	7
htpG	U00096.3	495120	496994	+	1875	53	45	36	37	47	46	47	45	50
adk	U00096.3	497175	497819	+	645	49	40	48	41	36	37	40	42	40
hemH	U00096.3	498055	499017	+	963	2	10	5	9	2	5	6	3	2
aes	U00096.3	499014	499973	-	960	12	11	13	10	7	5	10	13	7
gsk	U00096.3	500125	501429	+	1305	22	14	18	13	8	13	11	10	25
ybaL	U00096.3	501562	503238	-	1677	23	26	16	20	14	13	5	16	18
fsr	U00096.3	503476	504696	-	1221	6	6	6	4	3	4	6	4	7
ushA	U00096.3	504914	506566	+	1653	23	26	29	36	12	15	18	15	20
ybaK	U00096.3	506603	507082	-	480	9	16	9	12	8	11	8	10	11
chiX	U00096.3	507204	507287	+	84	1	3	0	0	0	0	0	0	0
ybaP	U00096.3	507286	508080	-	795	3	3	2	2	1	3	3	2	1
ybaQ	U00096.3	508218	508559	+	342	19	22	28	15	17	18	14	9	11
copA	U00096.3	508875	511379	-	2505	12	17	12	13	8	10	9	13	13
glsA	U00096.3	511641	512573	+	933	29	32	27	20	23	34	47	27	36
ybaT	U00096.3	512576	513868	+	1293	21	17	16	14	7	25	13	16	29
cueR	U00096.3	513993	514400	+	408	11	16	5	7	7	10	6	8	7
ybbJ	U00096.3	514401	514859	-	459	8	10	8	4	10	5	2	4	4
qmcA	U00096.3	514856	515773	-	918	8	8	6	13	4	12	6	9	3
fetA	U00096.3	515919	516596	+	678	4	1	4	0	4	1	2	1	2
fetB	U00096.3	516583	517362	+	780	4	2	5	2	6	0	3	2	4
cnoX	U00096.3	517425	518279	-	855	83	68	72	64	61	61	56	71	64
ybbO	U00096.3	518340	519149	-	810	6	10	4	4	6	6	9	11	6
tesA	U00096.3	519139	519765	-	627	22	16	14	11	13	11	13	18	11
ybbA	U00096.3	519733	520419	+	687	5	3	0	6	1	3	0	0	1
ybbP	U00096.3	520416	522830	+	2415	1	3	3	5	2	4	2	2	0
rhsD	U00096.3	523261	527541	+	4281	9	7	8	8	2	9	5	2	4
ybbC	U00096.3	527581	527949	+	369	0	1	1	1	2	0	1	0	0
ylbG	U00096.3	529645	530016	-	372	3	3	0	4	2	2	0	2	0
selU	U00096.3	530132	531226	-	1095	13	8	7	14	9	12	12	11	6
allS	U00096.3	531295	532221	-	927	1	3	1	6	1	5	1	6	2
allA	U00096.3	532451	532933	+	483	9	9	14	3	2	8	9	6	7
allR	U00096.3	533011	533826	+	816	25	35	36	31	25	42	26	38	29
gcl	U00096.3	533916	535697	+	1782	3	20	10	6	3	13	11	1	10
hyi	U00096.3	535710	536486	+	777	13	14	8	8	5	15	18	10	8
glxR	U00096.3	536586	537464	+	879	6	4	5	3	1	3	7	3	1
ybbW	U00096.3	537633	539087	+	1455	8	11	3	2	1	1	9	5	4
allB	U00096.3	539147	540508	+	1362	4	8	7	5	3	3	5	2	2
ybbY	U00096.3	540565	541866	+	1302	3	1	4	5	1	7	4	0	3
glxK	U00096.3	541888	543033	+	1146	8	6	8	11	2	10	11	5	4
allE	U00096.3	543261	544046	-	786	2	5	4	4	0	6	1	2	3
allC	U00096.3	544057	545292	-	1236	7	9	13	7	4	12	6	4	8
allD	U00096.3	545314	546363	-	1050	13	19	16	7	5	9	14	11	8
fdrA	U00096.3	546680	548347	+	1668	4	3	1	6	1	7	2	1	0
ylbE	U00096.3	548357	549616	+	1260	1	0	2	3	1	5	2	0	0
ylbF	U00096.3	549627	550442	+	816	1	2	0	0	1	1	0	0	0
ybcF	U00096.3	550439	551332	+	894	1	1	3	0	0	3	0	0	2
purK	U00096.3	551527	552594	-	1068	9	8	5	7	3	6	2	7	3
purE	U00096.3	552591	553100	-	510	2	1	4	0	4	1	2	2	5
lpxH	U00096.3	553218	553940	-	723	8	5	4	3	2	6	3	5	2
ppiB	U00096.3	553943	554437	-	495	54	49	53	52	50	62	58	49	66
cysS	U00096.3	554611	555996	+	1386	28	35	42	29	28	34	42	34	43
ybcI	U00096.3	556032	556553	-	522	0	1	1	0	0	0	0	0	0
ybcJ	U00096.3	556661	556873	-	213	24	26	25	20	19	18	26	25	30
folD	U00096.3	556875	557741	-	867	42	42	32	35	45	37	35	45	46
sfmA	U00096.3	558212	558754	+	543	4	1	1	0	1	0	0	0	0
sfmC	U00096.3	558974	559666	+	693	0	0	0	2	0	1	2	1	0
sfmD	U00096.3	559697	562300	+	2604	1	6	2	2	1	4	1	1	1
sfmH	U00096.3	562336	563319	+	984	0	0	2	1	2	0	0	2	1
sfmF	U00096.3	563330	563845	+	516	0	0	1	0	1	0	1	2	1
fimZ	U00096.3	563848	564480	-	633	2	0	0	1	0	0	0	1	0
argU	U00096.3	564723	564799	+	77	0	2	0	2	1	1	0	0	0
intD	U00096.3	564815	565978	-	1164	12	13	26	16	10	18	6	11	6
insE-3	U00096.3	566842	567141	+	300	4	3	5	3	2	7	6	6	5
insF-3	U00096.3	567138	568004	+	867	2	6	5	6	1	3	3	2	1
emrE	U00096.3	568315	568647	+	333	6	2	8	2	1	4	1	1	5
ylcJ	U00096.3	568695	568844	+	150	0	3	1	0	1	0	0	0	0
ybcK	U00096.3	568902	570428	+	1527	1	2	2	2	0	1	1	1	0
ybcL	U00096.3	570893	571444	+	552	7	7	5	5	7	3	3	4	5
ybcM	U00096.3	571454	572251	+	798	20	19	11	17	9	13	5	14	8
ylcH	U00096.3	572368	572469	+	102	0	1	0	0	0	0	0	0	0
ybcN	U00096.3	572466	572921	+	456	2	1	0	0	2	0	0	1	0
ninE	U00096.3	572921	573091	+	171	0	0	0	0	1	0	0	0	0
ybcO	U00096.3	573084	573374	+	291	0	0	0	0	0	0	0	0	0
rusA	U00096.3	573371	573733	+	363	0	0	0	0	0	0	0	0	0
ylcG	U00096.3	573730	573870	+	141	0	1	0	0	0	0	0	0	0
ybcQ	U00096.3	573956	574339	+	384	3	6	4	2	2	2	6	0	4
insH-2	U00096.3	574737	575753	-	1017	23	13	16	16	14	20	8	13	18
essD	U00096.3	577398	577613	+	216	0	3	1	0	0	0	0	0	0
rrrD	U00096.3	577613	578110	+	498	2	0	3	0	2	3	4	1	5
rzpD	U00096.3	578107	578568	+	462	3	1	3	3	2	3	3	2	5
rzoD	U00096.3	578327	578509	+	183	0	1	1	1	2	1	2	1	2
borD	U00096.3	578600	578893	-	294	0	1	2	0	0	1	1	0	0
ybcV	U00096.3	579184	579594	-	411	0	1	3	3	1	6	4	1	4
ybcW	U00096.3	579880	580086	+	207	4	4	2	3	1	4	1	2	2
ylcI	U00096.3	580251	580445	-	195	0	1	1	1	0	2	1	1	1
nohD	U00096.3	580834	581379	+	546	1	1	0	0	0	0	0	0	0
tfaD	U00096.3	581534	582097	+	564	0	1	0	1	0	3	1	0	0
tfaX	U00096.3	582875	583060	+	186	1	0	1	3	0	0	0	0	0
appY	U00096.3	583681	584430	+	750	2	7	1	6	0	3	4	2	5
ompT	U00096.3	584680	585633	-	954	6	10	12	11	10	4	7	9	10
envY	U00096.3	586147	586908	-	762	10	4	12	13	9	13	11	7	9
ybcH	U00096.3	587091	587981	-	891	6	5	1	5	4	4	3	1	2
nfrA	U00096.3	587982	590954	-	2973	25	10	16	12	11	16	13	13	13
nfrB	U00096.3	590941	593178	-	2238	6	14	1	9	6	4	3	13	5
cusS	U00096.3	593328	594770	-	1443	3	5	4	4	2	1	2	4	2
cusR	U00096.3	594760	595443	-	684	9	10	13	5	6	8	13	5	7
cusC	U00096.3	595600	596973	+	1374	2	4	2	3	0	3	1	1	5
cusF	U00096.3	597131	597463	+	333	3	1	0	0	3	4	0	1	1
cusB	U00096.3	597479	598702	+	1224	1	0	4	2	1	0	0	0	0
cusA	U00096.3	598714	601857	+	3144	13	10	12	3	5	5	9	5	4
pheP	U00096.3	601959	603335	+	1377	9	8	17	7	7	7	1	5	7
ybdG	U00096.3	603416	604663	-	1248	11	11	7	8	7	7	1	4	4
nfsB	U00096.3	604771	605424	-	654	7	13	11	6	12	5	13	8	10
ybdF	U00096.3	605518	605886	-	369	0	4	4	3	0	3	1	0	3
ybdJ	U00096.3	605951	606199	-	249	4	4	12	6	6	11	3	6	2
ybdK	U00096.3	606265	607383	-	1119	38	34	34	42	22	32	14	25	33
sokE	U00096.3	607734	607792	+	59	0	0	0	0	0	0	0	0	0
hokE	U00096.3	607836	607988	+	153	3	0	2	0	0	0	3	1	1
insL-2	U00096.3	608065	609177	+	1113	22	20	17	10	14	17	17	15	17
entD	U00096.3	609459	610079	-	621	6	9	6	5	5	5	3	1	3
fepA	U00096.3	610254	612494	-	2241	6	4	1	5	1	3	2	2	4
fes	U00096.3	612737	613939	+	1203	1	1	1	1	0	2	0	0	1
ybdZ	U00096.3	613942	614160	+	219	0	0	0	1	1	0	0	0	0
entF	U00096.3	614157	618038	+	3882	9	8	8	10	1	7	1	2	6
fepE	U00096.3	618254	619387	+	1134	2	1	1	1	1	1	1	0	0
fepC	U00096.3	619384	620199	-	816	0	2	0	5	1	1	1	0	0
fepG	U00096.3	620196	621188	-	993	2	2	0	1	2	1	1	3	0
fepD	U00096.3	621185	622189	-	1005	3	2	0	0	0	0	0	2	1
entS	U00096.3	622300	623550	+	1251	1	1	1	2	0	2	1	0	0
fepB	U00096.3	623554	624510	-	957	4	4	6	5	1	5	5	4	5
entC	U00096.3	624885	626060	+	1176	0	1	1	2	0	2	1	0	0
entE	U00096.3	626070	627680	+	1611	1	0	1	4	0	1	2	1	0
entB	U00096.3	627694	628551	+	858	2	0	2	0	1	1	1	1	1
entA	U00096.3	628551	629297	+	747	2	2	2	0	0	1	0	1	1
entH	U00096.3	629300	629713	+	414	1	7	0	0	0	0	0	1	0
cstA	U00096.3	629894	631999	+	2106	7	5	7	8	4	5	1	0	4
ybdD	U00096.3	632182	632379	+	198	10	12	8	7	5	9	9	5	6
hcxA	U00096.3	632389	633477	-	1089	39	27	38	29	22	27	25	30	21
ybdL	U00096.3	633586	634746	+	1161	4	1	1	4	1	4	2	1	2
ybdM	U00096.3	634747	635376	-	630	3	1	1	1	0	2	1	0	2
ybdN	U00096.3	635349	636569	-	1221	1	1	1	4	0	1	1	3	1
ybdO	U00096.3	636716	637618	-	903	4	1	3	0	1	0	1	1	0
dsbG	U00096.3	637827	638573	-	747	9	5	7	6	6	6	7	6	3
ahpC	U00096.3	638945	639508	+	564	65	51	67	54	46	71	61	66	73
ahpF	U00096.3	639753	641318	+	1566	53	54	44	34	27	28	29	32	45
uspG	U00096.3	641439	641867	-	429	82	114	103	112	58	81	80	74	71
ybdR	U00096.3	642088	643326	+	1239	2	4	7	5	6	4	3	2	3
yldA	U00096.3	643330	643419	-	90	1	2	2	2	0	1	1	0	2
rnk	U00096.3	643557	643967	-	411	31	18	19	18	25	20	14	26	33
rna	U00096.3	644197	645003	-	807	65	75	81	60	42	67	43	61	65
citT	U00096.3	645117	646580	-	1464	2	5	5	4	3	4	6	2	1
citG	U00096.3	646631	647509	-	879	5	4	0	1	3	2	5	2	4
citX	U00096.3	647484	648035	-	552	0	0	1	1	0	3	0	0	0
citF	U00096.3	648039	649571	-	1533	13	6	9	13	4	10	3	4	7
citE	U00096.3	649582	650490	-	909	8	5	7	10	3	7	3	3	6
citD	U00096.3	650487	650783	-	297	2	2	1	0	1	7	1	0	4
citC	U00096.3	650798	651856	-	1059	9	10	13	6	7	16	6	4	12
dpiB	U00096.3	652235	653893	+	1659	14	16	10	9	9	12	15	18	11
dpiA	U00096.3	653862	654542	+	681	14	18	18	15	14	15	21	20	17
dcuC	U00096.3	654583	655968	-	1386	13	18	16	17	18	9	16	14	18
pagP	U00096.3	656557	657117	+	561	5	5	3	0	2	4	6	1	2
cspE	U00096.3	657292	657501	+	210	828	909	954	857	715	806	692	777	743
crcB	U00096.3	657555	657938	-	384	1	4	3	6	1	4	1	4	3
tatE	U00096.3	658947	659150	+	204	30	36	34	42	34	28	21	30	34
lipA	U00096.3	659251	660216	-	966	12	20	16	24	13	10	9	21	17
ybeF	U00096.3	660425	661378	-	954	3	3	5	4	0	0	3	4	1
lipB	U00096.3	661637	662278	-	642	4	1	6	6	2	6	4	8	10
ybeD	U00096.3	662379	662642	-	264	189	181	182	168	152	183	162	178	200
dacA	U00096.3	662752	663963	-	1212	50	46	51	49	34	39	44	44	46
rlpA	U00096.3	664102	665190	-	1089	20	15	20	10	14	8	18	12	20
mrdB	U00096.3	665201	666313	-	1113	2	9	8	2	4	2	8	5	2
mrdA	U00096.3	666316	668217	-	1902	9	1	11	6	3	4	4	4	5
rlmH	U00096.3	668248	668715	-	468	2	2	2	4	3	2	0	3	1
rsfS	U00096.3	668719	669036	-	318	4	2	3	5	4	3	5	2	4
cobC	U00096.3	669296	669907	-	612	0	1	1	0	0	3	2	3	0
nadD	U00096.3	669931	670572	-	642	8	7	6	4	3	4	5	5	3
holA	U00096.3	670574	671605	-	1032	23	15	16	22	14	7	15	16	17
lptE	U00096.3	671605	672186	-	582	101	91	113	95	99	112	108	122	113
leuS	U00096.3	672201	674783	-	2583	90	82	95	85	74	75	80	99	97
ybeL	U00096.3	675018	675500	+	483	39	41	41	42	32	42	26	19	31
ybeQ	U00096.3	675570	676547	-	978	3	6	9	3	5	5	5	2	3
ybeR	U00096.3	676711	677418	+	708	0	0	2	2	0	0	1	0	0
djlB	U00096.3	677415	678842	+	1428	1	0	5	1	2	2	1	1	1
ybeT	U00096.3	678852	679406	-	555	1	0	0	1	0	0	1	0	0
ybeU	U00096.3	679508	680215	+	708	2	2	0	0	1	4	1	0	0
djlC	U00096.3	680212	681663	+	1452	3	3	2	5	4	7	4	3	1
hscC	U00096.3	681723	683393	-	1671	5	5	8	6	1	3	5	4	4
rihA	U00096.3	683477	684412	-	936	5	10	8	10	5	11	7	3	5
gltL	U00096.3	684530	685255	-	726	8	6	12	10	2	5	5	7	5
gltK	U00096.3	685255	685929	-	675	1	1	3	2	0	1	1	0	0
gltJ	U00096.3	685929	686669	-	741	4	2	5	2	3	0	2	2	4
gltI	U00096.3	686839	687747	-	909	46	51	57	48	42	34	46	38	37
insH-3	U00096.3	687997	689013	-	1017	9	17	18	14	14	13	11	5	21
lnt	U00096.3	689343	690881	-	1539	86	86	82	66	69	85	63	88	89
ybeX	U00096.3	690906	691784	-	879	202	217	209	198	170	212	185	239	229
ybeY	U00096.3	691874	692341	-	468	41	61	42	44	35	49	41	48	58
ybeZ	U00096.3	692338	693378	-	1041	112	126	115	107	98	120	118	101	116
miaB	U00096.3	693531	694955	-	1425	15	28	23	15	12	22	18	23	22
ubiF	U00096.3	695101	696276	+	1176	19	17	12	24	7	10	20	9	15
glnX	U00096.3	696430	696504	-	75	2	1	1	0	0	0	0	0	0
glnV	U00096.3	696542	696616	-	75	2	1	2	2	0	4	2	2	2
metU	U00096.3	696664	696740	-	77	9	6	5	6	8	7	6	4	6
glnW	U00096.3	696756	696830	-	75	0	0	0	1	0	0	0	0	0
glnU	U00096.3	696865	696939	-	75	0	0	0	0	0	0	0	0	0
leuW	U00096.3	696963	697047	-	85	0	0	0	0	0	0	0	0	0
metT	U00096.3	697057	697133	-	77	1	3	0	0	0	0	0	1	0
asnB	U00096.3	697513	699177	-	1665	16	18	24	9	6	17	16	7	13
umpH	U00096.3	699574	700326	-	753	18	15	19	19	13	18	13	23	8
nagC	U00096.3	700374	701594	-	1221	26	31	21	18	15	26	14	22	17
nagA	U00096.3	701603	702751	-	1149	25	21	51	27	33	17	32	49	30
nagB	U00096.3	702811	703611	-	801	11	14	16	15	9	20	16	19	27
nagE	U00096.3	703944	705890	+	1947	20	19	14	26	12	24	15	14	13
glnS	U00096.3	706093	707757	+	1665	40	37	41	46	28	43	37	41	39
chiP	U00096.3	708334	709740	+	1407	4	4	5	4	4	3	2	0	3
chiQ	U00096.3	709790	710116	+	327	10	8	10	7	5	4	8	11	12
fur	U00096.3	710200	710646	-	447	121	133	131	130	92	105	107	126	140
uof	U00096.3	710639	710725	-	87	39	28	43	29	32	41	30	35	37
fldA	U00096.3	710935	711465	-	531	241	226	247	235	149	183	194	218	233
ybfE	U00096.3	711605	711898	-	294	12	8	10	14	6	8	7	11	12
ybfF	U00096.3	712038	712802	-	765	19	19	20	22	16	20	20	13	16
seqA	U00096.3	712987	713532	+	546	151	137	157	132	115	141	140	158	161
pgm	U00096.3	713558	715198	+	1641	90	86	81	87	64	71	66	67	93
ybfP	U00096.3	715412	715906	+	495	3	2	2	4	1	2	0	5	1
potE	U00096.3	716946	718265	-	1320	6	13	12	15	13	8	8	13	10
speF	U00096.3	718262	720460	-	2199	7	3	4	3	3	2	5	5	2
ybfK	U00096.3	720583	720840	+	258	0	1	0	0	0	0	0	0	0
kdpE	U00096.3	721056	721733	-	678	31	37	30	34	34	22	32	22	30
kdpD	U00096.3	721730	724414	-	2685	50	46	49	44	40	36	46	35	42
kdpC	U00096.3	724407	724979	-	573	2	12	8	11	8	6	8	10	11
kdpB	U00096.3	724988	727036	-	2049	13	15	6	5	4	6	10	7	15
kdpA	U00096.3	727059	728732	-	1674	8	12	3	4	6	6	6	8	10
kdpF	U00096.3	728732	728821	-	90	1	2	1	1	0	0	0	0	1
ybfA	U00096.3	729134	729340	+	207	148	201	131	163	96	161	83	78	63
rhsC	U00096.3	729583	733776	+	4194	4	9	7	7	2	8	2	6	5
ybfB	U00096.3	733776	734102	+	327	2	0	0	1	1	3	1	2	0
ybfC	U00096.3	735650	736219	+	570	2	3	1	0	1	1	0	0	0
ybfQ	U00096.3	736445	736699	+	255	0	0	0	0	0	1	0	0	0
ybfD	U00096.3	738092	738853	+	762	0	1	0	1	0	0	1	0	0
ybgA	U00096.3	739001	739510	+	510	1	11	6	5	1	8	6	2	3
phr	U00096.3	739507	740925	+	1419	5	11	9	20	11	8	12	6	6
dtpD	U00096.3	741075	742556	-	1482	5	11	4	2	4	3	4	5	1
ybgI	U00096.3	742827	743570	+	744	31	31	38	25	33	38	47	54	55
pxpB	U00096.3	743593	744249	+	657	10	6	12	10	10	4	7	9	11
pxpC	U00096.3	744243	745175	+	933	24	21	30	23	22	22	28	28	26
pxpA	U00096.3	745165	745899	+	735	21	25	35	28	15	15	19	27	25
nei	U00096.3	745935	746726	+	792	7	4	5	5	6	5	4	8	4
abrB	U00096.3	746723	747769	-	1047	8	5	5	2	5	9	2	4	3
ybgO	U00096.3	747921	748982	-	1062	5	1	3	3	2	9	2	1	1
ybgP	U00096.3	748979	749707	-	729	5	8	4	3	4	2	0	1	2
ybgQ	U00096.3	749722	752169	-	2448	3	5	4	2	2	3	3	2	2
ybgD	U00096.3	752229	752795	-	567	1	0	0	1	2	2	2	0	0
gltA	U00096.3	753185	754468	-	1284	42	45	38	52	32	46	41	26	39
ybgU	U00096.3	754674	754781	-	108	3	0	3	2	2	0	2	2	1
sdhC	U00096.3	755177	755566	+	390	3	2	5	1	1	2	2	2	3
sdhD	U00096.3	755560	755907	+	348	2	1	4	0	1	0	3	0	2
sdhA	U00096.3	755907	757673	+	1767	8	15	18	8	9	6	9	6	9
sdhB	U00096.3	757689	758405	+	717	35	47	57	52	31	39	29	36	34
sucA	U00096.3	758706	761507	+	2802	37	33	54	35	29	32	33	29	31
sucB	U00096.3	761522	762739	+	1218	17	16	13	20	10	18	11	14	11
sucC	U00096.3	763014	764180	+	1167	51	71	68	66	48	56	52	60	65
