Name	Direction	TU_start	TU_end	Genes
ydhXUT	-	1748747.0	1751013.0	ydhX,ydhU,ydhT
aat	-	926728.0	927460.0	aat
yhjE	+	3674637.0	3676108.0	yhjE
yaiI	+	405698.0	406222.0	yaiI
nagE	+	703840.0	705965.0	nagE
prfC	+	4609358.0	4611003.0	prfC
uidABC	-	1691586.0	1696152.0	uidC,uidB,uidA
fsaA	+	863530.0	864304.0	fsaA
yagJ	+	291500.0	292231.0	yagJ
yacG	-	111649.0	111846.0	yacG
yaiL	+	376772.0	377311.0	yaiL
garPLRK-rnpB	-	3269959.0	3274934.0	rnpB,garK,garR,garL,garP
yqhH	+	3158421.0	3158884.0	yqhH
yeaX	+	1885845.0	1886810.0	yeaX
plsX-fabHDG	+	1147577.0	1151404.0	fabG,fabD,fabH,plsX
yjaH	+	4200511.0	4201261.0	yjaH
sroG-ribB	-	3183813.0	3184718.0	sroG,ribB
ascG	-	2838254.0	2839287.0	ascG
htpX	-	1911652.0	1912618.0	htpX
wbbIJK	-	2103391.0	2106057.0	wbbK,wbbJ,wbbI
mltF	+	2695767.0	2697357.0	mltF
argX-hisR-leuT-proM	+	3982364.0	3982841.0	argX,hisR,leuT,proM
rsfS-rlmH-mrdAB-rlpA	-	664102.0	669072.0	rsfS,rlmH,mrdA,mrdB,rlpA
tnaC	+	3888411.0	3888509.0	tnaC
mltA	-	2946081.0	2947273.0	mltA
prkB	+	3484311.0	3485359.0	prkB
rpe-gph-trpS	-	3512634.0	3515153.0	trpS,gph,rpe
dut-slmA	+	3813852.0	3815090.0	slmA,dut
lpxD	+	200960.0	201996.0	lpxD
recQ	+	4005836.0	4007763.0	recQ
nohA-stfQ-tfaQ	-	1634310.0	1636603.0	tfaQ,stfQ,nohA
yhhI	+	3624173.0	3625514.0	yhhI
folA	+	49799.0	50302.0	folA
bcsQ	-	3695233.0	3695985.0	bcsQ
fimE	+	4541871.0	4542902.0	fimE
gltBDF	+	3354509.0	3361940.0	gltB,gltD,gltF
ydcI	-	1494148.0	1495134.0	ydcI
sulA	-	1020410.0	1020947.0	sulA
ycjW	-	1382963.0	1383991.0	ycjW
aspV	+	236913.0	237067.0	aspV
nadE	+	1822302.0	1823285.0	nadE
ykgJ	-	303853.0	304262.0	ykgJ
sibA	+	2153311.0	2153454.0	sibA
hyaABCDEF	+	1031984.0	1037634.0	hyaA,hyaB,hyaC,hyaD,hyaE,hyaF
yibT	-	3776171.0	3776424.0	yibT
bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE	+	197026.0	208608.0	dnaE,rnhB,lpxB,lpxA,fabZ,lpxD,skp,bamA
yjaZ	+	4189753.0	4190349.0	yjaZ
yecJ	-	1987507.0	1987802.0	yecJ
dapA-nlpB	-	2597803.0	2599784.0	bamC,dapA
rclABC	-	317726.0	320215.0	rclC,rclB,rclA
yjgL	+	4475401.0	4477251.0	yjgL
pfkB	+	1806323.0	1807299.0	pfkB
ffh	-	2746209.0	2747853.0	ffh
dinJ-yafQ	-	245961.0	246615.0	dinJ,yafQ
hslR-hslO	+	3529110.0	3530652.0	hslO,hslR
amn	+	2055031.0	2056515.0	amn
bssR	+	878246.0	878631.0	bssR
yafC	-	229967.0	231083.0	yafC
preTA	+	2233989.0	2236500.0	preA,preT
agaR	-	3277856.0	3278703.0	agaR
rraA	-	4118845.0	4119358.0	rraA
ycgV	-	1253085.0	1256111.0	ycgV
cusRS	-	593328.0	595462.0	cusS,cusR
racC	-	1417488.0	1417815.0	racC
ybcLM	+	570845.0	572251.0	ybcM,ybcL
katG	+	4133812.0	4136015.0	katG
yjjP	-	4602088.0	4603034.0	yjjP
nohD	+	580834.0	581379.0	nohD
cpdB	-	4434622.0	4436629.0	cpdB
ymdB-clsC	+	1105803.0	1107776.0	clsC,ymdB
ybiO	-	843255.0	845664.0	ybiO
cspB	-	1641339.0	1641715.0	cspB
ydiM	+	1770926.0	1772285.0	ydiM
sbp	+	4108834.0	4109884.0	sbp
cynR	-	357791.0	358709.0	cynR
yhcN	+	3385406.0	3385801.0	yhcN
ftsB	-	2872509.0	2872901.0	ftsB
elaA	-	2381082.0	2381686.0	elaA
tpiA	-	4110740.0	4111569.0	tpiA
rcnAB	+	2185827.0	2187298.0	rcnB,rcnA
tcdA	-	2945036.0	2945842.0	tcdA
fdhF	-	4297178.0	4299407.0	fdhF
blc	-	4377189.0	4377745.0	blc
ltaE-ybjT	-	906852.0	909320.0	ybjT,ltaE
ybgTE	+	774196.0	774602.0	ybgE,cydX
ibaG	-	3336549.0	3336886.0	ibaG
yfcJ	-	2438942.0	2440241.0	yfcJ
kbl-tdh	-	3790320.0	3792577.0	tdh,kbl
pqqL	-	1572407.0	1575202.0	pqqL
dinG-ybiB	+	833073.0	836210.0	ybiB,dinG
yiaG	+	3719431.0	3719768.0	yiaG
yadC	-	149715.0	150953.0	yadC
gyrA	-	2336793.0	2339457.0	gyrA
lsrRK	-	1598617.0	1601257.0	lsrK,lsrR
yajG-ampG	-	452070.0	454210.0	ampG,yajG
codBA	+	354884.0	357454.0	codB,codA
hydN-hypF	-	2835173.0	2838132.0	hypF,hydN
ilvEDA	+	3952388.0	3957123.0	ilvA,ilvD,ilvE
ileS-lspA-fkpB-ispH	+	21833.0	27279.0	ispH,fkpB,lspA,ileS
rem	-	1644651.0	1644975.0	rem
nrdAB-yfaE	+	2344755.0	2348768.0	yfaE,nrdA,nrdB
mreCD	-	3398387.0	3399978.0	mreD,mreC
yicL	+	3838248.0	3839171.0	yicL
ompN	-	1435760.0	1437013.0	ompN
yfeYX	-	2549646.0	2551243.0	yfeX,yfeY
ytfI	+	4437617.0	4438645.0	ytfI
ymfI	+	1201440.0	1201838.0	ymfI
tamAB-ytfP	+	4442270.0	4448235.0	ytfP,tamB,tamA
elfDCG-ycbUVF	+	998321.0	1004657.0	ycbF,ycbV,ycbU,elfG,elfC,elfD
acnB	+	131519.0	134272.0	acnB
usg-truA-dedA	-	2434082.0	2436890.0	dedA,truA,usg
galET	-	789840.0	792086.0	galT,galE
metT-leuW-glnUW-metU-glnVX	-	696392.0	697163.0	glnX,glnV,metU,glnW,glnU,leuW,metT
miaA-hfq-hflXKC	+	4398982.0	4404304.0	hflC,hflK,hflX,hfq,miaA
thyA	-	2964320.0	2965254.0	thyA
yhbQ	+	3299939.0	3300268.0	yhbQ
tldE	+	4457945.0	4459311.0	tldE
tesB	-	474301.0	475201.0	tesB
pheV	+	3110365.0	3110477.0	pheV
hycABCDEFGHI	-	2842477.0	2850461.0	hycI,hycH,hycG,hycF,hycE,hycD,hycC,hycB,hycA
gspAB	-	3453508.0	3455634.0	gspB,gspA
yddG	-	1546288.0	1547205.0	yddG
ubiD	+	4024809.0	4026481.0	ubiD
dsrA	-	2025223.0	2025313.0	dsrA
ansP	-	1524481.0	1526020.0	ansP
yohP	+	2228982.0	2229065.0	yohP
nudB-yebC-ruvC	-	1946815.0	1948674.0	ruvC,yebC,nudB
fpr	-	4113726.0	4114499.0	fpr
hlyE	-	1229483.0	1230466.0	hlyE
rimJ	+	1125522.0	1126146.0	rimJ
sodC	-	1724134.0	1724679.0	sodC
rpsU-dnaG-rpoD	+	3210646.0	3214962.0	rpsU,dnaG,rpoD
insN-1p // insO1 // insI1 // insN	+	270226.0	272190.0	insI1,insN
ypeC	+	2511001.0	2511327.0	ypeC
fecABCDE	-	4510690.0	4516727.0	fecE,fecD,fecC,fecB,fecA
yecH	-	1989251.0	1989652.0	yecH
dtpD	-	741075.0	742670.0	dtpD
rfbBDACX	-	2108337.0	2113061.0	rfbX,rfbC,rfbA,rfbD,rfbB
ynfEFGH-dmsD	+	1658003.0	1665120.0	dmsD,ynfH,ynfG,ynfF,ynfE
yedA	+	2029539.0	2030459.0	yedA
sgcXBCQAER	-	4526106.0	4531651.0	sgcX,sgcB,sgcC,sgcQ,sgcA,sgcE,sgcR
ymdA	+	1105201.0	1105725.0	ymdA
cadBA	-	4356470.0	4360106.0	cadA,cadB
yjfY	-	4424516.0	4424828.0	yjfY
ydhC	+	1739849.0	1741122.0	punC
yagP	-	297381.0	297791.0	yagP
stfE-tfaE	-	1208517.0	1209655.0	stfE,tfaE
yraQ	-	3297098.0	3298207.0	yraQ
frmRAB	-	377535.0	379881.0	frmR,frmA,frmB
yadD	+	146898.0	147870.0	rpnC
oppABCDF	+	1301085.0	1306768.0	oppA,oppB,oppC,oppD,oppF
metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	-	3308999.0	3318375.0	pnp,rpsO,truB,rbfA,infB,nusA,rimP,metY
ryfA-timP	+	2653699.0	2654158.0	timP,ryfA
selAB	-	3758017.0	3761297.0	selB,selA
ymbA	+	1014896.0	1015459.0	pqiC
rhaD	-	4093448.0	4094385.0	rhaD
yheO-tusDCB	-	3474678.0	3476541.0	tusB,tusC,tusD,yheO
rhsE-ydcD	+	1527890.0	1530404.0	ydcD,rhsE
tag-yiaC	+	3713092.0	3714092.0	yiaC,tag
yfbO	+	2388458.0	2389057.0	yfbO
yodC	-	2028188.0	2028504.0	yodC
alkB	-	2308691.0	2309445.0	alkB
yhfZY	-	3511060.0	3512344.0	yhfZ,yhfY
yobD	+	1904801.0	1905259.0	yobD
isrC	+	2071317.0	2071511.0	isrC
yjiT	+	4572414.0	4573931.0	yjiT
dapE-ypfN	+	2591560.0	2592962.0	ypfN,dapE
yidHGF	-	3855114.0	3856307.0	yidH,yidG,yidF
hdeAB-yhiD	-	3655255.0	3656791.0	yhiD,hdeB,hdeA
yfjI	+	2758855.0	2760394.0	yfjI
sthA	-	4159390.0	4160802.0	sthA
ariR	+	1216369.0	1216635.0	ariR
smpB	+	2754767.0	2755378.0	smpB
tapT-patZ	+	2719223.0	2722613.0	patZ,tapT
dnaTC	-	4600139.0	4601615.0	dnaC,dnaT
ygfZ	+	3041282.0	3042293.0	ygfZ
tabA	+	4474783.0	4475314.0	tabA
purR	+	1737689.0	1738869.0	purR
thrW	+	262841.0	262946.0	thrW
yffL	+	2560257.0	2560898.0	yffL
yphH	+	2682863.0	2684056.0	yphH
ydiQRST-fadK	+	1779617.0	1784677.0	fadK,ydiT,ydiS,ydiR,ydiQ
insC3D3CD3	-	2068952.0	2070180.0	insC3,insD3,insCD3
yjiXA	-	4587909.0	4589079.0	yjiX,yjiA
otsA	-	1980096.0	1981651.0	otsA
yifB	-	3948449.0	3950175.0	yifB
yccA	-	1030701.0	1031443.0	yccA
gcvA	-	2941650.0	2942639.0	gcvA
yobB-exoX	+	1925209.0	1926782.0	exoX,yobB
leuV	-	4606079.0	4606273.0	leuV
azuCR	-	1987843.0	1988001.0	azuR,azuC
hslJ	-	1441321.0	1441780.0	hslJ
pncB	-	989154.0	990414.0	pncB
micA	+	2814802.0	2814874.0	micA
creABCD	+	4635477.0	4639572.0	creA,creB,creC,creD
shiA	+	2053566.0	2054959.0	shiA
mscL	+	3438001.0	3438434.0	mscL
yjhE	+	4506861.0	4507109.0	yjhE
ygiW	-	3169284.0	3169887.0	ygiW
tatE	+	658871.0	659150.0	tatE
adeQ	-	3842455.0	3843789.0	adeQ
metR	-	4011863.0	4012855.0	metR
yebC-ruvC	-	1946815.0	1948185.0	ruvC,yebC
ybfD	+	738092.0	738853.0	ybfD
trpt	+	3946957.0	3947032.0	trpT
uspC	+	1979586.0	1980181.0	uspC
ucpA	-	2543832.0	2544671.0	ucpA
yibJ	+	3767221.0	3767922.0	yibJ
ygeY	+	3008764.0	3009975.0	ygeY
fimB	+	4540667.0	4541559.0	fimB
trxB	-	931019.0	932078.0	trxB
pepB	-	2655075.0	2656358.0	pepB
dinB-yafNOP	+	250880.0	253161.0	yafP,yafO,yafN,dinB
yihW	+	4074641.0	4075454.0	csqR
ubiEJB	+	4018747.0	4021866.0	ubiB,ubiJ,ubiE
yidB	-	3877067.0	3877615.0	yidB
frr	+	192814.0	193498.0	frr
mlaA	-	2464252.0	2465135.0	mlaA
ypfM	-	2590807.0	2590970.0	ypfM
kdpFABC	-	724407.0	728849.0	kdpF,kdpC,kdpB,kdpA
yodD	+	2024986.0	2025213.0	yodD
yahB	-	333501.0	334433.0	yahB
nhaB	-	1233176.0	1234767.0	nhaB
ftsQAZ	+	102867.0	106456.0	ftsQ,ftsA,ftsZ
yggR	-	3094100.0	3095080.0	yggR
map-glnD-dapD	-	185123.0	189519.0	map,glnD,dapD
ybeZYX-lnt	-	689343.0	693469.0	lnt,ybeX,ybeY,ybeZ
cspG	+	1051305.0	1051673.0	cspG
nudG	+	1841438.0	1841897.0	nudG
rfaH	-	4024333.0	4024965.0	rfaH
yhbY	+	3327759.0	3328083.0	yhbY
ydeNM	-	1579633.0	1582554.0	ydeM,ydeN
idi	+	3032938.0	3033613.0	idi
proQ-prc	-	1912768.0	1915534.0	proQ,prc
rlmL-uup	+	1007672.0	1011871.0	rlmL,uup
asnW	-	2057926.0	2058102.0	asnW
ldcA	-	1242166.0	1243197.0	ldcA
yahH	+	339769.0	340089.0	yahH
lpxC	+	106508.0	107544.0	lpxC
yhdT-panF-prmA	+	3407351.0	3410042.0	yhdT,panF,prmA
yfdY	-	2495050.0	2495336.0	yfdY
glrR-glnB	-	2687070.0	2688803.0	glnB,glrR
nimT	+	1875657.0	1876854.0	nimT
menBCE	-	2373648.0	2376887.0	menE,menC,menB
yfcC	+	2417081.0	2418601.0	yfcC
patZ	+	2719931.0	2722613.0	patZ
bioH	-	3544074.0	3544858.0	bioH
ompL	-	4063603.0	4064479.0	ompL
hemA	+	1263583.0	1264970.0	hemA
yeeO	-	2058203.0	2059875.0	yeeO
insC1CD1D1	+	381351.0	382579.0	insD1,insC1,insCD1
gpp	-	3962745.0	3964229.0	gpp
ynfD	+	1657414.0	1657870.0	ynfD
yjfKLMC	+	4411302.0	4414191.0	yjfC,yjfM,yjfL,yjfK
yqgC	+	3086187.0	3086402.0	yqgC
fabG-acpP	+	1150670.0	1151851.0	acpP,fabG
rpoE-rseABC	-	2707322.0	2710393.0	rseD,rseC,rseB,rseA,rpoE
modABC	+	794995.0	797612.0	modA,modB,modC
ydeQ	-	1586820.0	1587734.0	ydeQ
nudE	-	3525589.0	3526329.0	nudE
ygcS	-	2896533.0	2897870.0	ygcS
tatD	+	4023554.0	4024336.0	tatD
metY	-	3318031.0	3318375.0	metY
feoABC	+	3540057.0	3542964.0	feoC,feoA,feoB
pabB-nudL	+	1894628.0	1896748.0	nudL,pabB
gntK	-	3577006.0	3577645.0	gntK
dsbD-yjdC	-	4362733.0	4365042.0	dsbD,dicD
pgpB	+	1339309.0	1340094.0	pgpB
bdm-sra	-	1555826.0	1556340.0	sra,bdm
yegTUV	+	2178781.0	2182061.0	yegV,yegU,yegT
gshA	-	2814883.0	2816439.0	gshA
nhoA	+	1533963.0	1534869.0	nhoA
argS	+	1960001.0	1961843.0	argS
ydiL	+	1770615.0	1770971.0	ydiL
phoE	-	259045.0	260158.0	phoE
yjiK	-	4562743.0	4563734.0	yjiK
nfeF	-	3215727.0	3216538.0	nfeF
holE	+	1925020.0	1925338.0	holE
recF	-	3880148.0	3881861.0	recF
spf-spfP	+	4049899.0	4050016.0	spfP,spf
yiaKLMNO-lyx-sgbHUE	+	3742674.0	3750781.0	sgbE,sgbU,sgbH,lyxK,yiaO,yiaN,yiaM,yiaL,yiaK
rydC	-	1491442.0	1491506.0	rydC
dacA	-	662752.0	664001.0	dacA
higBA	-	3233728.0	3234480.0	higB,higA
ybhP-clsB-ybhN	-	821542.0	824497.0	ybhP,clsB,ybhN
cydDC	-	927474.0	931031.0	cydC,cydD
cdaR	+	182447.0	183620.0	cdaR
mutY-yggX	+	3102911.0	3104368.0	yggX,mutY
pgsA	-	1992269.0	1992817.0	pgsA
insE4F4EF4	-	1094275.0	1095437.0	insE4,insF4,insEF4
hemCDXY	-	3986686.0	3990766.0	hemY,hemX,hemD,hemC
eamA	-	1620238.0	1621137.0	eamA
ybeF	-	660425.0	661545.0	ybeF
yjiJ	-	4561497.0	4562682.0	yjiJ
purC	-	2596905.0	2597781.0	purC
yddAB	-	1575247.0	1579342.0	yddA,yddB
yqgEF	+	3092884.0	3093916.0	yqgF,yqgE
rcsC	-	2317027.0	2320081.0	rcsC
ibsC	-	3056890.0	3057009.0	ibsC
nepI	-	3840549.0	3841771.0	nepI
yiiS-uspD	+	4112869.0	4113721.0	uspD,yiiS
eco	+	2303797.0	2304393.0	eco
ycaI-msbA-lpxK-ycaQ	+	964105.0	970621.0	ycaQ,lpxK,msbA,ycaI
ubiX	-	2428030.0	2428626.0	ubiX
intF	-	295696.0	297096.0	intF
ycgM	+	1228079.0	1228738.0	ycgM
gltIJKL-sroC	-	684530.0	687896.0	sroC,gltL,gltK,gltJ,gltI
yjgX	-	4499593.0	4500791.0	yjgX
yfiRN	+	2741677.0	2743609.0	dgcN,yfiR
hiuH-msrPQ	+	2038840.0	2041118.0	msrQ,msrP,hiuH
murQP-yfeW	+	2545733.0	2549406.0	yfeW,murP,murQ
tsaB-yeaY	-	1889951.0	1891267.0	tsaB,yeaY
sokC	+	16952.0	17010.0	sokC
insG	-	4502103.0	4503549.0	insG
dkgB	+	229098.0	229970.0	dkgB
yecV	-	1961837.0	1961881.0	yecV
yjdIJ	+	4351843.0	4352357.0	yjdJ,yjdI
ybcV	-	579184.0	579594.0	ybcV
acrEF	+	3413702.0	3418177.0	acrE,acrF
recG	+	3825210.0	3827291.0	recG
nagBACD	-	699574.0	703708.0	umpH,nagC,nagA,nagB
ushA	+	504886.0	506566.0	ushA
prpR	-	346857.0	348471.0	prpR
relBE-hokD	-	1645034.0	1645903.0	hokD,relE,relB
yeiP	+	2265417.0	2266022.0	yeiP
amiA-hemF	+	2552241.0	2554124.0	hemF,amiA
ydjXYZ-ynjABCD	+	1833217.0	1839400.0	ynjD,ynjC,ynjB,ynjA,ydjZ,ydjY,ydjX
glnQ	-	845741.0	846631.0	glnQ
tfaS	+	2470803.0	2471105.0	tfaS
rydB	-	1764713.0	1764930.0	rydB
mgrR	-	1622817.0	1622914.0	mgrR
yhjJ	-	3680444.0	3682016.0	yhjJ
curA	+	1519027.0	1520064.0	curA
proC	-	404786.0	405686.0	proC
cecR-ybhGFSR	-	825002.0	830669.0	cecR,ybhG,ybhF,ybhS,ybhR
ynaK-ydaY	+	1425219.0	1425980.0	ydaY,ynaK
bacA	-	3203310.0	3204175.0	bacA
rfaQGPSBIJYZ-waaU	-	3798239.0	3808180.0	waaU,waaZ,waaY,waaJ,waaO,waaB,waaS,waaP,waaG,waaQ
lsrACDBFG-tam	+	1601460.0	1608104.0	tam,lsrG,lsrF,lsrB,lsrD,lsrC,lsrA
purHD	-	4204642.0	4207627.0	purD,purH
borD	-	578600.0	578921.0	borD
treF	+	3669551.0	3671241.0	treF
yfjU	-	2771840.0	2772154.0	yfjU
trkA	+	3436518.0	3437894.0	trkA
gntP	-	4549922.0	4551334.0	gntP
yoaH	-	1894552.0	1894933.0	yoaH
thrL	+	148.0	310.0	thrL
fabZ	+	202101.0	202556.0	fabZ
artJ	-	899648.0	900626.0	artJ
ydcF	+	1487202.0	1488035.0	ydcF
yhgF	+	3537176.0	3539706.0	yhgF
yfhM-pbpC	-	2645013.0	2652324.0	yfhM,pbpC
pitA	+	3637612.0	3639141.0	pitA
orn	+	4391584.0	4392149.0	orn
znuCB	+	1942634.0	1944199.0	znuB,znuC
asphoP	+	1190165.0	1190508.0	asphoP
yjcC	+	4275418.0	4277057.0	pdeC
insL2	+	608056.0	609177.0	insL2
yidP	+	3863899.0	3864615.0	yidP
dcuC	-	654583.0	656083.0	dcuC
ygbK	+	2862197.0	2863501.0	ygbK
zur	-	4259488.0	4260141.0	zur
mhpT	+	375386.0	376670.0	mhpT
nei	+	745904.0	746726.0	nei
galP	+	3088255.0	3089678.0	galP
yeaQ	-	1879007.0	1879390.0	yeaQ
nfrBA	-	587982.0	593178.0	nfrA,nfrB
esrE	+	4019978.0	4020229.0	esrE
bamA	+	197821.0	200360.0	bamA
ldcC	+	209679.0	211820.0	ldcC
ybdH	-	632389.0	633524.0	hcxA
dmsC	+	943957.0	944896.0	dmsC
murJ	+	1127839.0	1129374.0	murJ
ortT	+	1517389.0	1517562.0	ortT
ygjV	-	3241193.0	3241819.0	ygjV
cysQ	+	4436755.0	4437495.0	cysQ
norVW	+	2832439.0	2835045.0	norW,norV
fadL	+	2461205.0	2462646.0	fadL
hchA	+	2035630.0	2036686.0	hchA
chaBC	+	1272119.0	1273202.0	chaB,chaC
yhjY	-	3712236.0	3712983.0	yhjY
sibC	+	3056851.0	3056991.0	sibC
yrbG-kdsDC-lptCAB	+	3340211.0	3344669.0	lptB,lptA,lptC,kdsC,kdsD,yrbG
atoSC	+	2320043.0	2323251.0	atoC,atoS
insL1	+	15380.0	16557.0	insL1
asnC	-	3926545.0	3927031.0	asnC
yiaD	+	3716356.0	3717206.0	yiaD
iap	+	2876536.0	2877618.0	iap
torI	+	2476310.0	2476510.0	torI
mcbA	-	841796.0	842153.0	mcbA
insL3	+	2514322.0	2515443.0	insL3
citR-ybdNM	-	634747.0	637618.0	ybdM,ybdN,citR
mqo	-	2305108.0	2306924.0	mqo
yjgM	-	4479034.0	4479671.0	yjgM
yccU	+	1027946.0	1028359.0	yccU
rhsD-ybbC-ylbH-ybbD	+	523066.0	529130.0	ybbD,ylbH,ybbC,rhsD
yqcC-truC-yqcA	-	2922535.0	2924113.0	yqcC,truC,yqcA
insC5CD5D5-yqiHIG	+	3186040.0	3191696.0	yqiI,yqiH,yqiG,insD5,insC5,insCD5
asnC-mioC-mnmG	-	3923705.0	3927031.0	mnmG,mioC,asnC
ligT	-	161501.0	162031.0	thpR
rpsF-priB-rpsR-rplI	+	4425025.0	4426557.0	rpsF,priB,rpsR,rplI
tcyJ	-	1999541.0	2000410.0	tcyJ
sgrST-setA	+	77367.0	78799.0	sgrT,setA,sgrS
nudF-yqiB-cpdA-yqiA-parE	-	3173504.0	3177910.0	nudF,yqiB,cpdA,yqiA,parE
suhB	+	2663442.0	2664245.0	suhB
proW	+	2806010.0	2807102.0	proW
ychO	+	1273760.0	1275178.0	ychO
yeeJ	+	2044763.0	2052014.0	yeeJ
aspA	-	4366844.0	4368432.0	aspA
ygdQ	+	2970392.0	2971133.0	ygdQ
yeeA	-	2079533.0	2080661.0	yeeA
pdxI	+	1474188.0	1475081.0	pdxI
yjeH	-	4369156.0	4370412.0	yjeH
yghA	+	3149483.0	3150546.0	yghA
ygfK-ssnA	+	3015992.0	3020489.0	ssnA,ygfK
bepA-yfgD	+	2616026.0	2617937.0	yfgD,bepA
hypBCDE	+	2850839.0	2854321.0	hypB,hypC,hypD,hypE
yeiI	+	2251653.0	2252788.0	yeiI
flk	+	2437912.0	2438945.0	flk
ycgL	+	1227609.0	1228007.0	ycgL
rdlD	+	3700136.0	3700199.0	rdlD
tas	+	2971569.0	2972637.0	tas
rdcAB	+	4327064.0	4330238.0	rdcB,rdcA
pbpG	-	2223938.0	2225066.0	pbpG
ybiJ	-	837665.0	837925.0	ybiJ
dppABCDF	-	3701864.0	3707870.0	dppF,dppD,dppC,dppB,dppA
rpsO-pnp	-	3308999.0	3311786.0	pnp,rpsO
setC	+	3836744.0	3838137.0	setC
asnT	+	2044541.0	2044750.0	asnT
yafS	+	234784.0	235538.0	yafS
ybiA	-	832468.0	832960.0	ybiA
yceQ	+	1144380.0	1144822.0	yceQ
yghZ	+	3147897.0	3148937.0	gpr
cas3	-	2884553.0	2887219.0	cas3
appA	+	1040599.0	1041915.0	appA
hinT-ycfL-lpoB-thiK-nagZ-ycfP	+	1161821.0	1165685.0	ycfP,nagZ,thiK,lpoB,ycfL,hinT
yoaA	-	1891325.0	1893235.0	yoaA
yfjR-ypjK-yfjS-yfjT	+	2769703.0	2771615.0	yfjT,yfjS,ypjK,yfjR
ebgR	+	3221437.0	3222449.0	ebgR
yhhY	+	3581111.0	3581626.0	yhhY
nrdR-ribDE-nusB-thiL-pgpA	+	432977.0	437107.0	pgpA,thiL,nusB,ribE,ribD,nrdR
ydbA	+	1465392.0	1474013.0	ydbA
nagC	-	700374.0	702008.0	nagC
ruvC	-	1946815.0	1947439.0	ruvC
folE-yeiB	-	2241810.0	2243848.0	folE,yeiB
ispB	+	3333710.0	3334681.0	ispB
xanP	+	3828821.0	3830336.0	xanP
damX-dam-rpe-gph-trpS	-	3512634.0	3517600.0	trpS,gph,rpe,dam,damX
hipBA	-	1590854.0	1592482.0	hipA,hipB
leuX	+	4496386.0	4496529.0	leuX
frsA	+	256502.0	257771.0	frsA
ybgC-tolQRA	+	774644.0	777607.0	ybgC,tolQ,tolR,tolA
mdh	-	3383330.0	3384470.0	mdh
paoABCD	-	297770.0	302573.0	paoA,paoB,paoC,paoD
rplU-rpmA	-	3332862.0	3333516.0	rpmA,rplU
secG	-	3322173.0	3322590.0	secG
ynfO-ydfO	+	1636727.0	1637457.0	ydfO,ynfO
yeaO	+	1876777.0	1877256.0	yeaO
ecpBCDE	-	304495.0	310119.0	ecpE,ecpD,ecpC,ecpB
yjiS	+	4571705.0	4571915.0	yjiS
mdtUJI	-	1672820.0	1673779.0	mdtU,mdtJ,mdtI
nemA	+	1726659.0	1727756.0	nemA
hisGDCBHAFI	+	2090192.0	2097225.0	hisI,hisF,hisA,hisH,hisB,hisC,hisD,hisG
lolA-rarA	+	937328.0	939337.0	rarA,lolA
thrS-infC	-	1800035.0	1802733.0	infC,thrS
rlhA	+	1506781.0	1508742.0	rlhA
galR	+	2976569.0	2977630.0	galR
infB	-	3313185.0	3316027.0	infB
csiD-ygaF-gabDTP	+	2788927.0	2795653.0	gabP,gabT,gabD,lhgD,glaH
rdgB-yggW	+	3096620.0	3098403.0	hemW,rdgB
sdhCDAB-sucABCD-sdhX	+	754958.0	765150.0	b0725,sdhX,sdhC,sdhD,sdhA,sdhB,sucA,sucB,sucC,sucD
yagU	+	302991.0	303605.0	yagU
allR	+	533011.0	533826.0	allR
radA-nadR	+	4625912.0	4628547.0	nadR,radA
yibF	-	3761347.0	3761975.0	yibF
thrLABC	+	148.0	5086.0	thrL,thrA,thrB,thrC
yjhV	+	4509804.0	4510133.0	yjhV
ydiZ	+	1807400.0	1807690.0	ydiZ
fliAZY	-	1999541.0	2001819.0	tcyJ,fliZ,fliA
lysC	-	4231884.0	4233616.0	lysC
ratA-yfjF	-	2754008.0	2754764.0	ratA,yfjF
aroM	+	407400.0	408105.0	aroM
peaD	+	566376.0	566687.0	peaD
rsmA-apaGH	-	50380.0	52588.0	apaH,apaG,rsmA
insMI3	-	4507466.0	4508942.0	insM,insI3
pdeG	+	1217328.0	1218851.0	pdeG
yiiR	+	4112315.0	4112755.0	yiiR
yjjY	+	4640358.0	4640542.0	yjjY
ykgEFG	+	321481.0	324453.0	ykgG,ykgF,ykgE
hrpB	+	162075.0	164534.0	hrpB
yjaG	+	4199373.0	4200094.0	yjaG
mepH	+	1734357.0	1735250.0	mepH
phnCDEEFGHIJKLMNOP	-	4314344.0	4325206.0	phnP,phnO,phnN,phnM,phnL,phnK,phnJ,phnI,phnH,phnG,phnF,phnE1,phnD,phnC,phnE
sseB	-	2654157.0	2654933.0	sseB
grxC	-	3784191.0	3784576.0	grxC
xerD	-	3038847.0	3039851.0	xerD
ydbD	+	1475066.0	1477450.0	ydbD
fabDG-acpP	+	1149728.0	1151851.0	acpP,fabG,fabD
ybdN	-	635349.0	636686.0	ybdN
rssB	+	1290220.0	1291255.0	rssB
pgl	+	798539.0	799581.0	pgl
glyW-cysT-leuZ	-	1991745.0	1992180.0	3'ETS-<i>leuZ</i>,leuZ,cysT,glyW
ptrA-recBD	-	2950635.0	2959011.0	ptrA,recB,recD
ydhIJK	+	1720998.0	1724133.0	ydhK,ydhJ,ydhI
lysR	+	2978950.0	2979956.0	lysR
