Geneid	Chr	Start	End	Strand	Length	Starch_S232	Starch_S235	Fat_S238	Starch_S233	Fat_S237	Starch_S231	Fat_S239	Fat_S236	Fat_S240
crcB	U00096.3	657555	657998	-	444	2	7	5	8	2	5	3	5	5
creABC	U00096.3	4635243	4638120	+	2878	11.50	14.50	14.50	17	10	13.50	14	18	11.50
creABCD	U00096.3	4635477	4639572	+	4096	9	11.50	11.50	12.50	10.83	10.50	13	12.83	8.33
creD	U00096.3	4638160	4639572	+	1413	2.50	5.50	3.50	3	3.33	3.50	4.50	1.83	3.83
crp	U00096.3	3485953	3486792	+	840	42	43	55.50	43.17	30.50	34	37.33	52	53.83
crr	U00096.3	2535480	2536380	+	901	211	231.50	232.50	210	183.50	206	206.50	188	213.50
csdAE	U00096.3	2943207	2944985	+	1779	32.50	31	35	38.50	33.50	28	29	32.50	41
csgA	U00096.3	1104236	1104902	+	667	2	1.33	1.50	1	1.50	0.50	1	1.50	1.50
csgBAC	U00096.3	1103859	1105293	+	1435	2	2.33	2.20	1	2	1.70	1	1.50	1.50
csgC	U00096.3	1104931	1105293	+	363	0	0.33	0.70	0	0.50	0.20	0	0	0
csgDEFG	U00096.3	1100851	1103344	-	2494	24	8	16	24	10	13	16	17	20
csiD-ygaF-gabDTP	U00096.3	2788927	2795653	+	6727	22.50	26.50	20.50	23.50	17.50	16.50	18	21	21.50
csiE	U00096.3	2665401	2666715	+	1315	6.50	8	8	4	7	10	8	9	5
cspA	U00096.3	3719889	3720313	+	425	12	20	10	13	16	5	5	13	9
cspB	U00096.3	1641339	1641715	-	377	1	2	1	1	1	1	0	0	1
cspD	U00096.3	922366	922676	-	311	308	282	326	274	221	265	280	290	309
cspE	U00096.3	657147	657501	+	355	851	926.50	974	876	730	821	704	789	756
cspF	U00096.3	1641765	1642067	+	303	0	0	0	0	0	0	1	0	0
cspG	U00096.3	1051305	1051673	+	369	1	1	1.50	0	0	0	1	0	0
cspH	U00096.3	1050963	1051307	-	345	1	0	1	0	0	1	0	0	1
cspI	U00096.3	1638455	1638812	-	358	0	1	0	0	0	2	0	0	1
csrA	U00096.3	2818961	2819373	-	413	95	131	105	108.50	60	106	71.50	81.50	63
csrAp3_csrA	U00096.3	2818961	2819273	-	313	88.50	124	96.50	105.50	56.50	96.50	67	73.50	58.50
csrB	U00096.3	2924156	2924524	-	369	1	2	1	0	0	1	0	0	0
csrC	U00096.3	4051036	4051281	+	246	0	0	0.50	0	0	0	0.50	0	0
csrD	U00096.3	3401392	3403425	-	2034	26	40	28	37.50	27	30	22	27	28
cstA	U00096.3	629855	632091	+	2237	6.50	5	6.50	8	3.50	5.50	1	0	3.50
cueO	U00096.3	137045	138633	+	1589	9	8	6	10	4	8	5	6	4
cueR	U00096.3	513974	514400	+	427	11	16	4.50	7	7	9.50	8	8	7
curA	U00096.3	1519027	1520064	+	1038	6	9	11	8	8	12	7	7	7
cusCFBA	U00096.3	595573	601857	+	6285	23	17	21	14	9	13	10	10	11
cusRS	U00096.3	593328	595462	-	2135	12	15	17	9	8	9	15	9	9
cutA	U00096.3	4365018	4365392	-	375	4.50	2	5	1	0	2	0	5	2
cvpA-purF-ubiX	U00096.3	2428030	2430800	-	2771	50	52.50	67.50	42.50	53.50	66.50	42.50	44.50	54.50
cvrA	U00096.3	1240335	1242164	-	1830	4.50	7	6	9.50	5	8.50	6	5.50	2
cyaA	U00096.3	3990774	3993699	+	2926	85	82.50	84.50	75.50	62	84.50	67.50	98.50	82.50
cyaR	U00096.3	2167114	2167200	+	87	29	28	42	32	30	27	23	21	37
cyaY	U00096.3	3993739	3994083	-	345	2	1	2	0.50	0	3	3	1.50	0
cybB	U00096.3	1490766	1491432	+	667	3	6	4	6	3	5	3	2.50	6
cybC	U00096.3	4459488	4459855	+	368	33	41	32	34	21	26	25	24	22
cycA	U00096.3	4429780	4431276	+	1497	24	26	34	19	20	26	36	18	31
cydAB	U00096.3	771170	774181	+	3012	145	144.50	175.50	134	135.50	120	112.50	123.50	140.50
cydDC	U00096.3	927474	931031	-	3558	13.50	23	22.50	12	7.50	14	12	11.50	22
cynR	U00096.3	357791	358709	-	919	1	4	3	4	1	3	1	6	5
cynTS	U00096.3	358773	360278	+	1506	1.50	1	0.50	3.50	2	1.50	1	2	0.50
cynTSX	U00096.3	358773	361236	+	2464	5.83	4.33	4.17	8.17	6.00	8.17	3.67	6.67	4.17
cyoABCDE	U00096.3	446815	451653	-	4839	10	19	14	14	6	13	9	3	12
cysB	U00096.3	1333788	1334874	+	1087	15	14	11	6	16	13	8	8	12
cysDNC	U00096.3	2873234	2876368	-	3135	4.50	13.50	11	11.50	4.50	5	10	7	13
cysE	U00096.3	3781741	3782681	-	941	11.33	19.00	8	10.33	14	14.67	7.33	18	12.33
cysG	U00096.3	3497754	3499201	+	1448	13	14	16.50	13	9.50	15	16	17.50	21
cysH	U00096.3	2887578	2888342	-	765	4.50	4	3	1	0.50	1.50	2	3.50	2.50
cysJIH	U00096.3	2887578	2891964	-	4387	16.50	10	11	10	10.50	7.50	6	7.50	6.50
cysK	U00096.3	2532344	2533424	+	1081	52	40	43	51	34	39	24	30	33
cysPUWAM	U00096.3	2538672	2543557	-	4886	16	19	16	21	8	12	7	6	10
cysQ	U00096.3	4436755	4437495	+	741	36	19	29	34	12	43	40	23	20
cysS	U00096.3	554577	555996	+	1420	29	36	43	29	28	36	44	34	43
cysZ	U00096.3	2531383	2532224	+	842	19.50	26	37	21.50	18	17.50	18	25.50	20
cytR	U00096.3	4123431	4124509	-	1079	39	25	34	49	22	34	33	45	34
cyuPA	U00096.3	3255341	3258010	-	2670	6	15	43	14	24	12	8	34	27
dacA	U00096.3	662752	664001	-	1250	51	47	52	50	34	40	45	45	47
dacB	U00096.3	3328857	3330396	+	1540	20	18	25	27	15	14	14	18	19
dacC	U00096.3	880653	881929	+	1277	22	23	12	14	20	21	20	13	18
dacD	U00096.3	2081341	2082547	-	1207	11	12	17	14	5	16	11	7	14
dadAX	U00096.3	1237509	1239949	+	2441	12	13	16	10	11	10	6	5	8
dam-rpe-gph-trpS	U00096.3	3512634	3516252	-	3619	31.92	27.75	33.45	27.15	18.47	27.45	27.55	24.77	25.77
damX-dam-rpe-gph-trpS	U00096.3	3512634	3517600	-	4967	45.42	38.75	50.45	38.65	24.97	40.95	41.55	37.77	40.27
dapA-nlpB	U00096.3	2597803	2599784	-	1982	148.33	149.17	176	147.83	156.50	145	178.33	182.33	185
dapB	U00096.3	28288	29272	+	985	25	32	28	29	18	27	23	29	31
dapD	U00096.3	185090	185977	-	888	52.83	46.33	57.00	53.00	49.17	50.17	56.50	58.50	59.83
dapE-ypfN	U00096.3	2591560	2592962	+	1403	10.50	7.50	10.50	9.50	7.50	12.50	4	3.50	7
dauA	U00096.3	1259124	1260803	-	1680	12	10	3	7	9	8	5	8	10
dcd	U00096.3	2141634	2142245	-	612	2.83	2.50	0	1.33	2	1.50	0.50	3.17	1
dcm-vsr	U00096.3	2030448	2032317	-	1870	38.50	36	43.50	35	19	45	42	39	37
dcp	U00096.3	1625335	1627422	-	2088	7	13	12	21	10	10	6	9	9
dcrB	U00096.3	3609767	3610512	+	746	68.50	54	83	49	40.50	57.50	44.50	45.50	52.50
dctA	U00096.3	3682161	3683498	-	1338	96	106	115	94	70	76	93	88	76
dcuA	U00096.3	4365472	4366843	-	1372	200.75	204.33	251.50	194.08	148.17	181.08	180.83	186.25	202.75
dcuB-fumB	U00096.3	4345631	4349091	-	3461	23	26	31	25	19.50	22	22	25	24.50
dcuC	U00096.3	654583	656083	-	1501	13	18	16	17	18	10	16	15	18
dcuD	U00096.3	3374583	3376236	+	1654	4	4	5	6	8	2	2	1	2
dcuR	U00096.3	4349315	4350565	-	1251	4.50	7.50	3.50	5	5	6.50	4.50	5	4.50
dcuSR	U00096.3	4349315	4351685	-	2371	9.50	11.50	18.50	13	12	11.50	6.50	12	13.50
dcyD-tcyLN	U00096.3	1997062	1999508	-	2447	17	12	12	18	12	14	11.33	18	13.50
ddlA	U00096.3	399829	400923	-	1095	10	14	16	10.50	8	11.50	5	9	19
ddpXABCDF	U00096.3	1557112	1563249	-	6138	4	8	13	8	5	10	8	7	3
deaD	U00096.3	3305971	3307909	-	1939	26	27.50	34.83	33.83	25	33.50	30.50	36.50	29
decR	U00096.3	468352	468841	+	490	20.50	19	18	23	12	21	13	8	8
def-fmt	U00096.3	3433650	3435161	+	1512	195	170	201	150.50	121.50	169	139	143.50	148.50
degP	U00096.3	180845	182308	+	1464	43	41	51	41	46	41	41	39	43
degQ	U00096.3	3380698	3382178	+	1481	11	20.50	19.83	16	13	15	16	16.50	13
degQS	U00096.3	3380654	3383267	+	2614	14	28.50	30.33	23	15.50	19	21.50	20.50	20.50
degS	U00096.3	3382173	3383316	+	1144	3.50	8.50	11.83	7.50	3	4.50	6	5	9
deoABD	U00096.3	4618199	4621602	+	3404	111.83	109.83	129.00	110.67	102.50	106.33	116.50	117.00	127.66
deoBD	U00096.3	4619567	4621659	+	2093	101.33	100.33	119.00	98.67	89.00	96.33	108.00	108.00	114.66
deoCABD	U00096.3	4616679	4621659	+	4981	164.83	175.33	185.50	167.67	144.50	154.83	170.00	173.50	184.66
deoR	U00096.3	881976	882764	-	789	38	27	23	22	14	24	26	31	31
dfp	U00096.3	3812703	3813951	+	1249	57.50	53.50	73.50	72.50	46	52.50	54	59	71
dgcF	U00096.3	1610907	1611854	-	948	0	0	1	1	1	1	2	1	1
dgcJ	U00096.3	1872041	1873531	+	1491	8	1	4	2	1	2	3	3	3
dgcQ	U00096.3	2026323	2028017	-	1695	6	6	13	12	10	16.50	7.50	11	13
dgcZ	U00096.3	1622960	1623879	-	920	1	3	3	2	0	5	2	3	5
dgkA	U00096.3	4256457	4257005	+	549	23	19.50	31.50	25.50	21.50	23.50	18	24.50	24.50
dgoRKADT	U00096.3	3870438	3875185	-	4748	113	86.50	122	105	84	81	69	89.50	82
dgt	U00096.3	179196	180754	+	1559	8	6	7	7.50	6	5	5	3	6
dhaKLM	U00096.3	1247696	1250944	-	3249	53	45	38.50	42	34.50	38.50	42.50	46.50	53.50
dhaM	U00096.3	1247696	1249144	-	1449	28	30	17.50	28	20.50	18.50	25.50	28.50	31.50
dhaR	U00096.3	1251003	1252985	+	1983	7	5	8	3	9	3	5	6	5
diaA	U00096.3	3295809	3296399	+	591	23.50	17.50	23.50	20	10.50	28.50	14.50	13	23.50
dicA	U00096.3	1647934	1648341	+	408	49	56	65	65	42	40	54	48	42
dicB-ydfDE-insD-intQ	U00096.3	1649597	1652708	+	3112	4	1	2.50	5	2	1	2	5	3
dicC-ydfXW	U00096.3	1647174	1647876	-	703	1	1	2	2	1	0	2	0	0
dicF	U00096.3	1649382	1649434	+	53	0	0	0	0	0	0	0	0	0
digH	U00096.3	1567504	1568823	-	1320	13	21	19	13	22	13	29	17	17
dinB-yafNOP	U00096.3	250880	253161	+	2282	5.50	3	13	11	3	3	6	2.50	2.50
dinD	U00096.3	3817699	3818584	+	886	6	2	5	6	0	5	8	4	1
dinG-ybiB	U00096.3	833073	836210	+	3138	28.50	32	26.50	26.50	16.50	23.50	11	26	12
dinI	U00096.3	1121242	1121509	-	268	3	3	1	2	1	1	4	1	2
dinJ-yafQ	U00096.3	245961	246615	-	655	28	50.50	36.50	42	11	37	14	22	16
dinQ	U00096.3	3647652	3647982	-	331	28.50	20	34	33	6.50	26	23	18.50	22
djlA	U00096.3	57268	58179	+	912	13	13	7	12	6.50	9	7	11	5
dkgAp_dkgA	U00096.3	3156571	3157450	+	880	12.50	5.50	5	3	6	4.50	8	6.50	6
dkgB	U00096.3	229098	229970	+	873	10.50	17	19	18.50	11	12	14	11	8
dksA-gluQ	U00096.3	159186	160751	-	1566	71.25	82.25	89.50	79.58	63.08	73.42	69.00	69.75	76.58
dksA-yadB	U00096.3	159186	160722	-	1537	71.25	81.75	88.50	79.08	63.08	73.42	68.50	69.75	76.58
dld	U00096.3	2222082	2223987	+	1906	26.50	28	29	25	28	33	33	19.50	34
dmlA	U00096.3	1881712	1882997	+	1286	6	6	6.50	6	6	5	2	3.50	6
dmlR	U00096.3	1880886	1881855	-	970	6	5	8.50	5	5	6	1	2.50	5
dmsABC	U00096.3	940823	944896	+	4074	363	368	388	318	289.50	310	354.50	328	380.50
dmsC	U00096.3	943957	944896	+	940	18	26	30	24	25.50	20	26.50	29	23.50
dnaAN-recF	U00096.3	3880148	3883961	-	3814	263.50	269.42	255.58	262.92	206.08	246.33	227.17	246.42	252.50
dnaB	U00096.3	4264283	4265729	+	1447	32	43	47	48.50	33	46.50	39.50	47.50	50
dnaKJ	U00096.3	12048	15298	+	3251	1587	1732.50	1570.50	1557	1285.50	1383	1468.50	1514	1556.50
dnaN-recF	U00096.3	3880148	3882733	-	2586	207.50	211.42	209.58	209.92	171.08	206.33	186.17	196.42	209.50
dnaQ	U00096.3	235934	236798	+	865	46.50	51.50	55	54.50	39	40.50	29.50	49.50	54.50
dnaTC	U00096.3	4600139	4601615	-	1477	6	4.75	6.25	4.75	3.75	4	3.75	5	3.50
dnaTC-yjjA	U00096.3	4599620	4601615	-	1996	15.50	13.75	16.75	13.75	13.25	10.50	16.25	15.50	14
dnaX	U00096.3	492056	494023	+	1968	69	62.50	55.50	60.50	49	51	42	52.50	71
dolP	U00096.3	3296072	3296984	+	913	7.50	12	20	11.50	8	15.50	13.50	10.50	12
dosCP	U00096.3	1563276	1567140	-	3865	6	4	9	7	3	5	4	4	2
dpiBA	U00096.3	651984	654542	+	2559	22	26	21	18	16	19	23	28	21.50
dppABCDF	U00096.3	3701864	3707870	-	6007	41	53.50	61	65.50	25.50	41.50	41	31	42.50
dppBCDF	U00096.3	3701864	3705790	-	3927	5	4.50	2	4.50	1.50	3.50	1	3	1.50
dps	U00096.3	848408	848950	-	543	181	209	158	173	146	193	171	128	176
dsbA	U00096.3	4043377	4044044	+	668	20.33	23.50	20.33	18	12	14.33	15.50	19	16.50
dsbB	U00096.3	1232500	1233147	-	648	16	16	25	31	23	16	23	23	17
dsbC	U00096.3	3038112	3038834	-	723	56.25	50.25	51.50	44.83	38.92	46.92	44.67	46.75	47.42
dsbC-recJ-prfB	U00096.3	3035184	3039633	-	4450	131.08	121.75	139.83	132.00	106.58	131.08	117.67	136.58	130.75
dsbD-yjdC	U00096.3	4362733	4365042	-	2310	15.50	20.50	14.50	11	7	22	11.50	12	13.50
dsbGp_dsbG	U00096.3	637827	638800	-	974	13	8	14	15	14	17	14.50	12	8.50
dsdA	U00096.3	2479121	2480530	+	1410	2	1.50	5	4.50	1	1.50	0.50	1.50	1.50
dsdC	U00096.3	2476694	2477746	-	1053	14	19	14	14	16	10	14	9	11
dsdXA	U00096.3	2477821	2480530	+	2710	7	8.50	6	6.50	1	4.50	4.50	2.50	3.50
dsrA	U00096.3	2025223	2025313	-	91	7.50	5	10.50	4	0	4	4	5	6
dsrB	U00096.3	2024635	2024843	-	209	13	19	7	12	8	15	8	7	3
dtpB	U00096.3	3640862	3642331	+	1470	13	12	18	14	9	16	8	10	11
dtpC	U00096.3	4354954	4356411	-	1458	13	5	10	10	4	8	6	5	6
dtpD	U00096.3	741075	742623	-	1549	5	12	5.50	2	4	3	4	5.50	1
dusA	U00096.3	4261600	4262706	+	1107	57	53	71	50	51	61	51	52	58
dusB-fis	U00096.3	3410246	3411626	+	1381	324	344	414	333	273	328	322	361	339
dusC	U00096.3	2229438	2230395	-	958	4	3	4	4	2	2	4	5	6
dut-slmA	U00096.3	3813852	3815090	+	1239	84.50	72.50	107.50	96.50	58	72.50	78	88	92
dxr-uppS-cdsA	U00096.3	193338	196534	+	3197	93.83	90.92	103.33	100.33	72.00	96.58	87.00	89.25	84.83
eaeH-insE1EF1F1	U00096.3	314357	316453	+	2097	7.50	7	2.50	8	5	7.50	9	7	7
eamA	U00096.3	1620238	1621137	-	900	4	2	5	2	2	0	4	3	5
ebgAC	U00096.3	3222551	3226171	+	3621	25	27.50	27.50	33.50	16	26.50	29	21.50	29
ebgR	U00096.3	3221437	3222449	+	1013	6	11	10	13	5	8	11	11	2
ecnAB	U00096.3	4376317	4376699	+	383	44.50	49	30	39.50	28	46.50	30.50	30	36.50
ecnB	U00096.3	4376509	4376731	+	223	40.50	47	25	37.50	27	41.50	28.50	27	36.50
eco	U00096.3	2303797	2304393	+	597	19.50	12.50	20	17.50	18	10	12	14.50	15
ecpA	U00096.3	310084	310797	-	714	0.50	0	0.50	1	1.50	2	1	0	0
ecpBCDE	U00096.3	304495	310119	-	5625	16.50	13	17.50	11	11	13.50	15	9	5
ecpR	U00096.3	310746	311393	-	648	2	2	0	0	1.50	0.50	0	0	0
eda	U00096.3	1932085	1933109	-	1025	237	244	209	230.50	189	229.50	191	194.50	199.50
edd-eda	U00096.3	1932085	1934713	-	2629	239	248	213	233.50	190	234.50	192	200.50	202.50
efeOB	U00096.3	1082154	1084647	+	2494	3	3	2	3	3	0	4	6	2
efeU	U00096.3	1081307	1082185	+	879	3	2	0	2	0	0	1	0	1
efp	U00096.3	4375567	4376265	+	699	76	62.50	78	57	55.50	70	50	69.50	72.50
elaA	U00096.3	2381082	2381686	-	605	7	4.50	2.50	3	3.50	4	4	2	3.50
elaB	U00096.3	2380722	2381053	-	332	11	12	10	9.50	4	8	12	8	7
elaD	U00096.3	2382654	2383924	+	1271	3	4	1	4	2	3	5	2	2
elbB-mtgA	U00096.3	3349081	3350459	-	1379	23.50	35.50	35.50	23	17	25	33.50	26	26
elfA	U00096.3	997814	998407	+	594	4	0	3.50	3	2.50	4	0.50	3.50	1.50
elfDCG-ycbUVF	U00096.3	998321	1004657	+	6337	14	13	19.50	16	2.50	11	9.50	9.50	9.50
emrD	U00096.3	3853845	3855106	+	1262	20	31.50	22.50	14.50	7.50	26	14	21	22
emrE	U00096.3	568315	568647	+	333	6	2	8	2	1	4	1	1	5
emrKY	U00096.3	2480638	2483448	-	2811	2	0	4	3	7	3	3	2	1
emrRAB	U00096.3	2810747	2814154	+	3408	149	165	167	151	127	130	123	138	132
emtA	U00096.3	1243125	1243791	+	667	15.50	9.50	18.50	11	9	14	9.50	23.50	12
endA	U00096.3	3090275	3091123	+	849	5.50	4.50	5.50	6.50	5.50	6.50	5.50	4	5
eno	U00096.3	2906643	2908846	-	2204	122	143	134	135.50	107	118	119	109	126.50
entCEBA-ybdB	U00096.3	624831	629713	+	4883	4.50	4.50	5.50	6	1	5	4	3.50	2
entH	U00096.3	629292	629713	+	422	0.50	3.50	0.50	0	0	0	0	0.50	0
entS	U00096.3	622253	623550	+	1298	1	1	1	2	0	2	1	0.50	0
envR	U00096.3	3412803	3413601	-	799	2	0	0	1	0	0	0	0	0
envY-ompT	U00096.3	584680	586908	-	2229	14	13	21	21.50	14	17	14.50	11.50	14
epd-pgk	U00096.3	3071431	3073823	-	2393	76	74.75	72.75	74.75	57.75	74.25	60.25	56	60
epd-pgk-fbaA	U00096.3	3070165	3073823	-	3659	147.50	140.25	141.25	126.25	110.25	135.25	121.75	112.50	132.50
epmA	U00096.3	4382618	4383620	+	1003	7	6	5	5	1	9	3	3	4
epmB	U00096.3	4374629	4375703	-	1075	50	37.50	51	43	40.50	44	36	48.50	55.50
eptA	U00096.3	4333947	4335590	-	1644	14	13	15.50	16	11.50	11.50	8.50	11.50	13
eptB	U00096.3	3708784	3710581	-	1798	46	60	83	55	43	44	48	48	74
eptC	U00096.3	4148532	4150265	-	1734	15	22	14	21	10	17	14	16	11
erpA	U00096.3	176561	176954	+	394	34.33	33.67	27.50	30.33	21.83	27.67	29.00	25.83	28.50
esrE	U00096.3	4019978	4020229	+	252	3.50	2.50	4	1	0.50	2	1.50	2	2
essD-ybcS-rzpD	U00096.3	576873	578568	+	1696	8.50	7.50	7.50	5.50	6	8.50	7	6.50	9.50
essQ-ydfR-rrrQ-rzpQ	U00096.3	1639030	1640585	-	1556	3	2	2	0	0	1	0	0	0
eutBCLKR	U00096.3	2554130	2558679	-	4550	33	28.50	37	26	38	25.83	28.83	31	21
eutHA	U00096.3	2565481	2568107	-	2627	23	20	11	12	13	19	15	8	12
eutNEJG	U00096.3	2568324	2572050	-	3727	38	37	35	52	33	32	39	39	42
eutSPQTDM	U00096.3	2572157	2575805	-	3649	219	204	188	241	159	186	194	184	190
evgAS	U00096.3	2483631	2487967	+	4337	16	18	23	12	17	11	7	11	11
exbBD	U00096.3	3150552	3152014	-	1463	28.83	18.50	32.33	28.67	20.67	17.83	13.67	14.50	23.67
exbD	U00096.3	3150552	3151390	-	839	18.83	16.50	21.33	24.67	14.67	16.83	11.67	10.50	17.67
exoD	U00096.3	566098	566361	-	264	0.50	0.50	0	0.50	0	0	0	0	0
exuR	U00096.3	3246618	3247428	+	811	64	68	88	75	45	53	45	51	50
exuT	U00096.3	3245002	3246522	+	1521	25	41	32	43	16	54	29	31	25
fabA	U00096.3	1015952	1016498	-	547	113	106	116	113	102	112	120	99	132
fabB	U00096.3	2440283	2441641	-	1359	80	86	113	85	102	94	113	113	100
fabDG-acpP	U00096.3	1149728	1151851	+	2124	313.80	312.75	344.05	328.60	294.35	310.05	311.40	329.40	332.10
fabF	U00096.3	1151939	1153180	+	1242	51	48	50	50	46	51	43.50	53.50	47
fabG-acpP	U00096.3	1150670	1151851	+	1182	307.30	305.75	338.80	321.60	287.85	305.30	305.65	322.65	325.10
fabHDG	U00096.3	1148516	1151404	+	2889	58.97	59.00	64.72	61.27	54.77	54.55	58.82	62.82	62.60
fabI	U00096.3	1350251	1351121	-	871	100	74	120	97	71	84	65	80	96
fabR-yijD	U00096.3	4161067	4162130	+	1064	148	123	170	141	106	113	127	152	157
fabZ	U00096.3	202101	202556	+	456	29.00	32.00	40.33	34.33	26.33	32.67	34.67	31.00	35.33
fadBA	U00096.3	4027609	4031013	-	3405	12	10	11	12	5	7	3	8	8
fadD-sroD	U00096.3	1888017	1889807	-	1791	22.50	20	25.50	24	5.50	16.50	21	16.50	12.50
fadE	U00096.3	240859	243406	-	2548	6	8	9	10	4	8	11	3	5
fadH	U00096.3	3231624	3233683	+	2060	1	0	3	1	5	2	1	3	1
fadIJ	U00096.3	2457015	2460511	-	3497	14	10.50	7.50	5	9	11.50	11.50	13	11
fadL	U00096.3	2461205	2462646	+	1442	9	9	6	8	6	4	8	8	6
fadM	U00096.3	464360	464800	+	441	7	7	6	7	0	7	4	6	2
fadR	U00096.3	1234905	1235698	+	794	46	39	46.50	33	47	40	38	38	40
fbaB	U00096.3	2177512	2178667	-	1156	8	20	26	16	18	8	20	16	18
fbp	U00096.3	4454611	4455609	-	999	8	16	23	11	6	18	7	11	12
fdhD	U00096.3	4086016	4086849	+	834	16	11	16	13	18	24	23	16	16
fdhF	U00096.3	4297178	4299407	-	2230	129.50	123.50	124.50	95	104	112	107.50	125	114
fdnGHI	U00096.3	1547372	1551991	+	4620	40	42	43	51	38	40	25	39	38
fdoGHI-fdhE	U00096.3	4080299	4085822	-	5524	324	347	387	336	310	321	314	278	320
fdrA-ylbEF-ybcF	U00096.3	546506	551332	+	4827	7	7	6	9	3	16	4	1	2
feaB	U00096.3	1447370	1449063	+	1694	8	5	4	5	4	4	3	4	2
feaR	U00096.3	1446378	1447394	-	1017	3	4	8	2	4	3	5	8	6
fecABCDE	U00096.3	4510690	4516727	-	6038	7	8	12	4	11	7	6	5	5
fecIR	U00096.3	4516764	4518282	-	1519	0	1	5	0	1	5	1	1	1
feoABC	U00096.3	3540057	3542964	+	2908	23	42	25	29	20	34	24	18	19
fepA-entD	U00096.3	609459	612667	-	3209	12	14	9	10	6	10	7	4	7
fepB	U00096.3	623554	624727	-	1174	4	5	6	5	1	6	5	4	5
fepDGC	U00096.3	619384	622234	-	2851	5	6	1	5	2.50	3	2	5.50	1
fes-ybdZ-entF-fepE	U00096.3	612687	619387	+	6701	12	11	10	12	2.50	10	2	2	7
fetAB	U00096.3	515903	517362	+	1460	6	3	8	2	7	1	4	3	5
ffh	U00096.3	2746209	2747853	-	1645	350	345	357	306.50	295.50	314.50	303	323.50	303.50
ffs	U00096.3	476288	476561	+	274	6	5	8.50	6	5	5.50	6	8	7
fhuACDB	U00096.3	167442	173444	+	6003	15	22	21	32	18	20	19	25	14
fhuE	U00096.3	1159325	1161647	-	2323	4	3	4	6	3	9	9	2	7
fhuF	U00096.3	4604875	4605752	-	878	1	2	3	3	1	3	0	1	0
fieF	U00096.3	4106432	4107371	+	940	9	11	8	16	10	6	3	5	10
fimAICDFGH	U00096.3	4542694	4549710	+	7017	78	53	78	66.50	63	57	73	66	90
fimB	U00096.3	4540667	4541559	+	893	0	2	1	0	1	0	2	0	0
fimE	U00096.3	4541871	4542902	+	1032	1	1	1	3.50	2	0	1	0	0
fimZ	U00096.3	563848	564607	-	760	2	1	0	1	0	0	0	1	0
fiu	U00096.3	839249	841648	-	2400	2	2	2	3	0	4	0	1	4
fixABCX	U00096.3	42325	45750	+	3426	51.50	81	49	53	10.50	74.50	17.50	19	13
fklB	U00096.3	4428935	4429555	+	621	10	12	16	15	9	6	12	12	8
fkpA	U00096.3	3476607	3477525	-	919	141.50	125.50	151	157.50	124.50	147.50	125	132	158.50
fldA-uof-fur	U00096.3	710118	711521	-	1404	303.90	283.23	308.20	289.00	187.00	234.37	239.33	274.00	294.03
fldB	U00096.3	3039822	3040376	+	555	12.67	7.33	7.33	14.67	10.00	15.67	9.67	13.33	11.67
flgAMN	U00096.3	1129414	1130885	-	1472	21	19	18	30.50	10.50	17	12	14.50	12.50
flgBCDEFGHIJ	U00096.3	1130993	1138312	+	7320	73	69	65	105	42	63	33	61	74
flgK	U00096.3	1138351	1141063	+	2713	6	10	7	8	12	7	4	12	12
flgMN	U00096.3	1129414	1130165	-	752	12	15	10	17.50	9.50	12	8	11.50	8.50
flhBAE	U00096.3	1962580	1966216	-	3637	4	7	1	6	6	6	6	7	4
flhDC	U00096.3	1977200	1978577	-	1378	7	6.50	9.50	12.50	15	8	10.50	12.50	11
fliAZY	U00096.3	1999541	2001819	-	2279	66	85	71.50	83.50	56	76.50	47.33	45	51.50
fliCX	U00096.3	2001912	2003676	-	1765	41	47	54	51	25	49	39	48	30
fliDST	U00096.3	2003817	2006165	+	2349	4	2.50	8.50	3	2.50	3	1	4	2.50
fliE	U00096.3	2012700	2013093	-	394	0	0	2	1	3	1	1	0	1
fliFGHIJK	U00096.3	2013146	2019513	+	6368	24	20	24	23	8	17	16	19	17
fliLMNOPQR	U00096.3	2019584	2023678	+	4095	20	23	20	15	6	14	10	11	10
flk	U00096.3	2437912	2438945	+	1034	35.50	31	42.50	44.50	41	41.50	36	40	38
flu	U00096.3	2071474	2074658	+	3185	1.50	1	3	1	1	2	0.50	0.50	0.50
flxA	U00096.3	1646388	1646737	+	350	1	0	0	2	1	0	1	0	2
fnr	U00096.3	1398774	1399552	-	779	125	105	140	101	95	101	93	105	123
fnrS	U00096.3	1409129	1409250	+	122	251	244	291	234	221	237	238	259	253
focA-pflB	U00096.3	951207	954814	-	3608	116	136	166	128.50	87	129	123.50	121.50	143
folA	U00096.3	49799	50302	+	504	9	9	8	12	7	8	13	9	12
folB	U00096.3	3204221	3204648	-	428	7	10	6	7	4	11	11	11	9
folC-dedD	U00096.3	2430850	2432942	-	2093	28.50	30	25.50	22.50	23	17.50	34.50	21	20
folD-ybcJ	U00096.3	556661	557781	-	1121	60	60	51	48	55	46	51	62	61
folE-yeiB	U00096.3	2241810	2243848	-	2039	19	19	19	14	19	16	29	19	13
folP-glmM	U00096.3	3322733	3324911	-	2179	18	26	27	25	22	20	19	21	24
folX-yfcH	U00096.3	2421295	2422601	+	1307	65	60	70	60	39	64	55	44	37
fpr	U00096.3	4113726	4114499	-	774	1.50	5	13.50	3.50	3.50	8	9.50	8.50	7.50
